Pc;Pm;N;T;Time;best;worst;best_chrom;avg;bst_sol
0.6;0.01;50;200;[0.05051, 0.051, 0.05051, 0.05, 0.05451];[13648545, 13489965, 13177504, 13311485, 13230897];[-1588679, 1535408, 2606826, 2191541, -1989043];[[True, True, True, False, True, True, False, True, False, False, True, True, False, True, False, True, False, False, False, False, True, False, False, True, False, True], [True, False, False, True, False, False, False, False, True, False, False, True, True, True, False, True, False, False, False, False, True, True, False, True, False, True], [True, False, False, False, True, False, True, False, False, False, False, True, True, True, True, True, False, True, True, False, False, True, False, True, False, True], [True, True, False, True, True, True, False, False, False, False, False, False, False, True, True, True, True, False, True, False, True, True, False, False, False, True], [False, True, True, True, True, False, False, False, False, False, False, True, False, False, False, True, True, True, False, False, True, True, False, True, False, False]];[12924013.1873, 12855877.068, 12582970.711800002, 12720362.5334, 12637873.877999999];[[13142054, 13142054, 13142054, 13142054, 13142054, 13142054, 13142054, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13303593, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13316529, 13383502, 13383502, 13383502, 13383502, 13383502, 13501081, 13501081, 13501081, 13501081, 13501081, 13501081, 13501081, 13501081, 13501081, 13501081, 13501081, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13556130, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545, 13648545], [13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13306104, 13459104, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965, 13489965], [13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504, 13177504], [12806723, 12806723, 13194930, 13194930, 13194930, 13194930, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485, 13311485], [13057317, 13057317, 13057317, 13057317, 13057317, 13070066, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13121709, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897, 13230897]]
0.8;0.01;50;200;[0.05, 0.05551, 0.052, 0.05351, 0.06652];[13498384, 13469811, 13529786, 13505316, 13669393];[418113, 16689, 1494977, -274160, -462771];[[False, False, False, False, False, True, False, True, False, False, True, True, False, False, True, False, False, False, True, False, True, True, False, True, False, True], [True, True, True, False, False, True, False, True, False, False, False, True, True, True, False, True, False, False, True, False, False, True, False, True, False, True], [False, False, True, False, True, True, False, True, True, False, False, True, False, True, False, True, True, False, False, False, False, False, False, True, False, True], [False, False, False, True, False, True, False, True, False, False, True, False, False, True, False, True, True, False, False, False, True, False, False, True, False, True], [True, True, True, False, False, True, False, True, False, False, True, True, True, True, False, True, False, False, False, False, True, False, False, True, False, True]];[12883003.8601, 12820874.016600002, 12853595.518699998, 12797191.3652, 12927357.3957];[[13275138, 13275138, 13325026, 13325026, 13325026, 13325026, 13325026, 13325026, 13325026, 13325026, 13325026, 13325026, 13325026, 13385641, 13385641, 13385641, 13471691, 13471691, 13471691, 13471691, 13471691, 13471691, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384, 13498384], [12725075, 12786996, 12786996, 12821391, 13158259, 13158259, 13218195, 13218195, 13218195, 13218195, 13218195, 13218195, 13218195, 13218195, 13218195, 13218195, 13218195, 13246327, 13246327, 13404182, 13404182, 13404182, 13404182, 13404182, 13404182, 13404182, 13404182, 13424688, 13424688, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811, 13469811], [13123659, 13123659, 13201078, 13201078, 13201078, 13201078, 13219151, 13240783, 13240783, 13287081, 13287081, 13287081, 13287081, 13287081, 13287081, 13319937, 13319937, 13319937, 13319937, 13319937, 13319937, 13332976, 13332976, 13441283, 13441283, 13441283, 13441283, 13441283, 13442890, 13442890, 13442890, 13442890, 13442890, 13442890, 13442890, 13442890, 13501389, 13501389, 13508377, 13508377, 13508377, 13508377, 13508377, 13508377, 13508377, 13508377, 13508377, 13508377, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786, 13529786], [13067280, 13067280, 13067280, 13124291, 13427008, 13427008, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316, 13505316], [13275967, 13375272, 13375272, 13375272, 13375272, 13375272, 13553212, 13553212, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393, 13669393]]
